Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
444907;Tamari Cabernet Sauvignon Special Selection 2017;Tamari;0,75 l;11.98;15.84;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2017;Valle de Uco;;Cabernet Sauvignon, ;Keskitäyteläinen, keskitanniininen, punaherukkainen, mesimarjainen, kevyen tamminen, hennon neilikkainen;pullo;metallinen kierrekapseli;13.0;5.4;2;;;;70.0;vakiovalikoima;7798117470269
457117;Tension La Ribera Cabernet Sauvignon Cabernet Franc 2018;Santa Julia;0,75 l;14.98;19.84;;110;punaviinit;Roteva & Voimakas;ympäristövastuullinen pakkaus;;Argentiina;Mendoza;2018;Mendoza;Saattaa sisältää sakkaa;Cabernet Sauvignon, Cabernet Franc, ;Täyteläinen, tanniininen, tumman kirsikkainen, mesimarjainen, mustaherukkainen, kaakaoinen, tamminen;pullo;metallinen kierrekapseli;14.0;5.3;;;;;80.0;vakiovalikoima;7791728234541
490817;Trapiche Malkina Merlot Syrah Tannat 2019;Trapiche;0,75 l;8.99;11.85;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Argentiina;Mendoza;2019;Mendoza;;Merlot, Syrah, Tannat, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, mustaherukkainen, yrttinen, hennon lakritsinen;pullo;metallinen kierrekapseli;13.5;4.4;;;;;80.0;vakiovalikoima;7790240098372
412307;Trapiche Pinot Noir Oak Cask 2019;Trapiche;0,75 l;9.98;13.17;;110;punaviinit;Marjaisa & Raikas;ympäristövastuullinen pakkaus;;Argentiina;Mendoza;2019;Mendoza;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, kypsän karpaloinen, hennon lääkeyrttinen, kevyen tamminen;pullo;metallinen kierrekapseli;13.5;5.7;2;;;;80.0;vakiovalikoima;7790240021608
936057;Trapiche Pure Black Malbec 2018;Bodegas Trapiche;0,75 l;12.98;17.17;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2018;Mendoza;;Malbec, ;Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, luumuinen, karpaloinen, puinen, kevyen yrttinen;pullo;metallinen kierrekapseli;14.0;5.5;;;;;80.0;vakiovalikoima;7790240096866
931468;Trapiche Terroir Series Finca Coletto Malbec 2014;Trapiche;0,75 l;29.98;39.97;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2014;Valle de Uco;Saattaa sisältää sakkaa;Malbec, ;Erittäin täyteläinen, tanniininen, mustaherukkainen, mausteinen, tamminen;pullo;luonnonkorkki;15.0;5.6;;;;;80.0;tilausvalikoima;7790240091625
928177;Trivento Golden Reserve Malbec 2017;Trivento;0,75 l;16.99;22.52;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2017;Luján De Cuyo;;Malbec, ;Täyteläinen, keskitanniininen, kypsän boysenmarjainen, tumman kirsikkainen, kevyen mokkainen, tamminen;pullo;luonnonkorkki;14.5;5.3;1;;;;80.0;tilausvalikoima;7798039590625
454497;Trivento Reserve Malbec 2017;Trivento;0,75 l;9.48;12.51;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2017;Mendoza;;Malbec, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, kypsän karpaloinen, mausteinen;pullo;metallinen kierrekapseli;13.0;4.6;;;;;70.0;vakiovalikoima;7798039590342
475277;Tucumen Cabernet Sauvignon Reserva 2015;Budeguer;0,75 l;15.98;21.17;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Mendoza;2015;Mendoza;;Cabernet Sauvignon, ;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, karhunvatukkainen, hennon viikunainen, mustapippurinen, kevyen tamminen;pullo;luonnonkorkki;14.0;5.5;;;;;80.0;vakiovalikoima;7798080490417
940698;Weinert Carrascal 2017;Bodega y Cavas De Weinert;0,75 l;14.98;19.84;;110;punaviinit;Vivahteikas & Kehittynyt;;;Argentiina;Mendoza;2017;Mendoza;;Cabernet Sauvignon, Malbec, Merlot, ;Täyteläinen, keskitanniininen, karhunvatukkainen, viikunainen, luumuinen, nahkainen;pullo;luonnonkorkki;14.0;5.7;;;;;80.0;vakiovalikoima;7790417000061
944577;Zuccardi Concreto Malbec 2017;Familia Zuccardi;0,75 l;33.00;44.0;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2017;Mendoza;Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, keskitanniininen, mausteinen, tamminen, vaniljainen;pullo;luonnonkorkki;14.0;5.1;2;;;;80.0;tilausvalikoima;7791728008845
909613;Zuccardi Finca Piedra Infinita 2016;Familia Zuccardi;0,75 l;169.00;225.33;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2016;Uco Valley;Sisältää sakkaa;Malbec, ;Täyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, mausteinen;pullo;luonnonkorkki;14.5;5.5;2;;;;80.0;tilausvalikoima;7791728008289
431567;Zuccardi Q Cabernet Sauvignon 2014;Familia Zuccardi;0,75 l;18.99;25.19;;110;punaviinit;Vivahteikas & Kehittynyt;;;Argentiina;Mendoza;2014;Valle de Uco;Saattaa sisältää sakkaa;Cabernet Sauvignon, ;Täyteläinen, tanniininen, karhunvatukkainen, mustaherukkainen, kuivatun luumuinen, tamminen, paahteinen;pullo;luonnonkorkki;14.5;5.5;;;;;80.0;vakiovalikoima;7791728001082
948927;Zuccardi Q Malbec 2015;Zuccardi;0,75 l;18.98;25.31;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2015;Valle de Uco;Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, keskitanniininen, marjainen, mausteinen;pullo;luonnonkorkki;14.5;5.3;2;;;;80.0;tilausvalikoima;7791728001075
934397;Zuccardi Serie A Malbec 2016;Zuccardi;0,75 l;14.48;19.31;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Mendoza;2016;Valle de Uco;Saattaa sisältää sakkaa;Malbec, ;Keskitäyteläinen, keskitanniininen, karpaloinen, mausteinen, aromikas;pullo;luonnonkorkki;13.0;5.1;3;;;;70.0;tilausvalikoima;7791728021301
915083;Ecologica Reserve Organic Shiraz Malbec 2019;La Riojana;0,75 l;9.88;13.04;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Muut;2019;Famatina Valley;;Shiraz, Malbec, ;Täyteläinen, keskitanniininen, kirsikkainen, herukkainen, karhunvatukkahilloinen;pullo;metallinen kierrekapseli;13.0;5.2;4;;;;80.0;tilausvalikoima;7790265620145
932237;Elsa Bianchi Syrah 2016;Valentin Bianchi;0,75 l;9.90;13.07;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Muut;2016;Mendoza;;Syrah, ;Keskitäyteläinen, keskitanniininen, marjainen, mausteinen;pullo;metallinen kierrekapseli;13.5;5.7;3;;;;80.0;tilausvalikoima;7790703167683
906458;Fair & Square Red 2019 kartonkitölkki;La Riojana;1 l;10.48;10.48;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Muut;2019;Famatina Valley;;Syrah, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, mustikkainen, kypsän karpaloinen, kevyen yrttinen, mausteinen;kartonkitölkki;muu suljenta;13.5;5.0;4;;;;80.0;vakiovalikoima;7350084980013
445337;Finca Las Moras Organico Syrah Cabernet Sauvignon 2019;Finca Las Moras;0,75 l;9.48;12.51;;110;punaviinit;Mehevä & Hilloinen;luomu;;Argentiina;Muut;2019;;;Syrah, Cabernet Sauvignon, ;Täyteläinen, tanniininen, kypsän karpaloinen, karhunvatukkainen, kirsikkainen, mausteinen;pullo;metallinen kierrekapseli;13.5;5.7;1;;;;80.0;vakiovalikoima;7791540052149
927447;Kaiken Cabernet Sauvignon 2018;Kaiken;0,75 l;11.89;15.72;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Muut;2018;Mendoza;Saattaa sisältää sakkaa;Cabernet Sauvignon, ;Täyteläinen, tanniininen, mausteinen, yrttinen, tamminen;pullo;metallinen kierrekapseli;14.0;5.0;3;;;;80.0;tilausvalikoima;7804303555006
935847;Kaiken Ultra Malbec 2018;Kaiken;0,75 l;19.95;26.47;;110;punaviinit;Roteva & Voimakas;soveltuu vegaaneille;;Argentiina;Muut;2018;Mendoza;Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, tanniininen, mustaherukkainen, kirsikkahilloinen, mustikkainen, karpaloinen, tamminen;pullo;luonnonkorkki;14.5;5.5;;;;;80.0;vakiovalikoima;7804303555037
951667;Raza Selection Malbec Shiraz Organic 2016;La Riojana;0,75 l;13.99;18.52;;110;punaviinit;Mehevä & Hilloinen;luomu;;Argentiina;Muut;2016;Famatina Valley;;Malbec, Syrah, ;Täyteläinen, keskitanniininen, herukkainen, boysenmarjainen, taatelinen, neilikkainen;pullo;synteettinen korkki;13.0;4.9;7;;;;80.0;vakiovalikoima;7790265060835
944197;Terrazas de los Andes Altos del Plata Malbec 2017;Terrazas de los Andes;0,75 l;16.91;22.41;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Muut;2017;Mendoza;;Malbec, ;Täyteläinen, tanniininen, marjainen, tamminen, aromikas;pullo;luonnonkorkki;13.5;5.3;;;;;80.0;tilausvalikoima;7790975017013
911007;Terrazas de los Andes Malbec 2017;Terrazas de los Andes;0,75 l;25.50;33.87;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Muut;2017;Mendoza;;Malbec, ;Täyteläinen, tanniininen, marjainen, mausteinen, aromikas;pullo;luonnonkorkki;14.0;5.4;2;;;;80.0;tilausvalikoima;7790975003931
909007;Tito Zuccardi Paraje Altamira 2017;Familia Zuccardi;0,75 l;33.00;44.0;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Muut;2017;Valle de Uco;Saattaa sisältää sakkaa;Malbec, Cabernet Sauvignon, Ancellota, ;Täyteläinen, tanniininen, kirsikkainen, luumuinen, yrttinen;pullo;luonnonkorkki;14.5;5.8;2;;;;80.0;tilausvalikoima;7791728006742
927217;Tomero Malbec 2018;Tomero;0,75 l;17.99;23.99;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Muut;2018;Mendoza;;Malbec, ;Täyteläinen, keskitanniininen, marjainen, mausteinen;pullo;synteettinen korkki;14.5;4.5;2;;;;80.0;tilausvalikoima;7798121940123
902451;Trapiche Costa y Pampa Pinot Noir 2015;Trapiche;0,75 l;17.90;23.87;;110;punaviinit;Vivahteikas & Kehittynyt;;;Argentiina;Muut;2015;Chapadmalal;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, hapankirsikkainen, karpaloinen, yrttinen;pullo;luonnonkorkki;13.5;5.8;2;;;;80.0;tilausvalikoima;7790240096682
413868;Trapiche Zaphy Organic Red Blend 2019 kartonkitölkki;Trapiche;1 l;9.68;9.68;;110;punaviinit;Mehevä & Hilloinen;luomu;;Argentiina;Muut;2019;Cuyo;;Cabernet Sauvignon, Syrah, Cabernet Franc, ;Täyteläinen, keskitanniininen, herukkainen, kirsikkainen, karhunvatukkainen, mausteinen, hennon kukkainen;kartonkitölkki;muovisuljin;13.5;5.8;;;;;80.0;vakiovalikoima;7790240093650
416797;Del Fin del Mundo Pinot Noir Reserva 2014;Bodega del Fin del Mundo;0,75 l;15.00;19.87;;110;punaviinit;Vivahteikas & Kehittynyt;;;Argentiina;Patagonia;2014;Patagonia;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, hapankirsikkainen, karpaloinen, kevyen kukkainen, mausteinen;pullo;luonnonkorkki;13.5;4.7;;;;;80.0;vakiovalikoima;7798099590115
478937;Mastermind Pinot Noir 2017;Urban Beverages;0,75 l;9.98;13.17;;110;punaviinit;Marjaisa & Raikas;;;Argentiina;Patagonia;2017;Patagonia;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, vadelmainen, hapankirsikkainen, kevyen boysenmarjainen, mausteinen;pullo;luonnonkorkki;14.5;5.8;;;;;80.0;vakiovalikoima;6430036541231
490857;Altaland Cabernet Sauvignon 2016;Altaland;0,75 l;13.99;18.52;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Salta;2016;Salta;;Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, herukkainen, karhunvatukkainen, tumman kirsikkainen, hennon kukkainen, mausteinen, tasapainoinen;pullo;luonnonkorkki;14.0;4.8;3;;;;80.0;vakiovalikoima;7794450004499
485797;Amalaya Malbec Tannat Syrah 2015;Hess Collection Winery;0,75 l;9.49;12.52;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Salta;2015;Valle Calchaqui;;Malbec, Tannat, Syrah, ;Täyteläinen, tanniininen, boysenmarjainen, tumman kirsikkainen, luumuinen, mausteinen, hennon yrttinen, kevyen tamminen;pullo;synteettinen korkki;14.0;5.0;1;;;;80.0;vakiovalikoima;7798104763039
498657;Don David Malbec Reserve 2018;Michel Torino;0,75 l;12.98;17.17;;110;punaviinit;Mehevä & Hilloinen;soveltuu vegaaneille;;Argentiina;Salta;2018;Cafayate;Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, luumuinen, kevyen mokkainen, paahteinen;pullo;luonnonkorkki;14.5;5.2;3;;;;80.0;vakiovalikoima;7790189001129
952897;El Esteco Altimus 2012;El Esteco;0,75 l;36.90;49.2;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Salta;2012;;Saattaa sisältää sakkaa;Malbec, Cabernet Sauvignon, Cabernet Franc, ;Erittäin täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, mausteinen;pullo;luonnonkorkki;15.0;6.5;5;;;;80.0;tilausvalikoima;7790189001716
903248;El Esteco Chañar Punco 2014;El Esteco;0,75 l;49.90;66.53;;110;punaviinit;Roteva & Voimakas;;;Argentiina;Salta;2014;Valles Calchaquies;Saattaa sisältää sakkaa;Malbec, Cabernet Sauvignon, ;Erittäin täyteläinen, tanniininen, karhunvatukkainen, mausteinen, tumman kirsikkainen;pullo;luonnonkorkki;14.5;6.3;4;;;;80.0;tilausvalikoima;7790189041958
939417;El Esteco Fincas Notables Malbec 2015;El Esteco;0,75 l;32.98;43.97;;110;punaviinit;Vivahteikas & Kehittynyt;;;Argentiina;Salta;2015;Valles Calchaquíes;Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkahilloinen, aromikas;pullo;luonnonkorkki;14.5;5.8;4;;;;80.0;tilausvalikoima;7798136300622
478137;Michel Torino Cuma Organic Malbec 2019;Bodega El Esteco;0,75 l;9.98;13.17;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;Salta;2019;;Saattaa sisältää sakkaa;Malbec, ;Täyteläinen, keskitanniininen, kypsän karpaloinen, mustikkainen, hapankirsikkainen, boysenmarjainen, kevyen lakritsinen;pullo;metallinen kierrekapseli;13.5;5.2;2;;;;80.0;vakiovalikoima;7790189043426
459174;Finca Las Moras Barrel Select Malbec 2018;Finca Las Moras;0,375 l;5.68;14.88;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;San Juan;2018;San Juan;;Malbec, ;Täyteläinen, keskitanniininen, mustaherukkainen, kirsikkainen, vadelmainen, kevyen paahteinen;pullo;metallinen kierrekapseli;13.5;4.9;2;;;;80.0;vakiovalikoima;7791540050275
423177;Finca Las Moras Barrel Select Tannat Cabernet Sauvignon Petit Verdot 2017;Finca Las Moras;0,75 l;8.99;11.85;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;San Juan;2017;San Juan;;Tannat, Cabernet Sauvignon, Petit Verdot, ;Keskitäyteläinen, keskitanniininen, herukkainen, tumman kirsikkainen, vadelmainen, mausteinen, kevyen paahteinen;pullo;metallinen kierrekapseli;13.5;5.0;2;;;;80.0;vakiovalikoima;7791540048456
432277;Finca Las Moras Black Label Malbec 2018;Finca Las Moras;0,75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;;;Argentiina;San Juan;2018;San Juan;;Malbec, ;Täyteläinen, keskitanniininen, kirsikkainen, mustaherukkainen, mustikkainen, mausteinen;pullo;luonnonkorkki;14.0;6.0;;;;;80.0;vakiovalikoima;7791540091889
439887;Finca Las Moras Organico Malbec 2017;Finca Las Moras;0,75 l;7.99;10.52;;110;punaviinit;Mehevä & Hilloinen;luomu;;Argentiina;San Juan;2017;San Juan;;Malbec, Syrah, ;Keskitäyteläinen, keskitanniininen, hapankirsikkainen, karpaloinen, mustikkahilloinen, kevyen lakritsinen;pullo;metallinen kierrekapseli;12.5;5.2;1;;;;70.0;vakiovalikoima;7791540046032
418387;Los Intocables Black Malbec 2018;Finca Las Moras;0,75 l;14.89;19.72;;110;punaviinit;Roteva & Voimakas;;;Argentiina;San Juan;2018;San Juan;;Malbec, ;Erittäin täyteläinen, tanniininen, tumman kirsikkainen, luumuinen, suklainen, kevyen mokkainen, hennon yrttinen, tamminen, lämmin;pullo;luonnonkorkki;13.5;5.6;5;;;;80.0;vakiovalikoima;7791540049347
936737;Love Cabernet Sauvignon;Finca Las Moras;0,75 l;10.99;14.52;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Argentiina;San Juan;;San Juan;;Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, hapankirsikkainen, karhunvatukkainen, herukkainen, mausteinen, kevyen yrttinen;pullo;luonnonkorkki;13.5;5.3;3;;;;80.0;vakiovalikoima;7791540047053
919387;Tussock Jumper Malbec 2019;Tussock Jumper;0,75 l;12.89;17.19;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Argentiina;San Juan;2019;San Juan;;Malbec, ;Täyteläinen, keskitanniininen, luumuinen, mustaherukkainen;pullo;metallinen kierrekapseli;13.0;5.1;5;;;;80.0;tilausvalikoima;3760204540128
422497;Caro 2015;Bodegas Caro;0,75 l;54.99;73.32;;110;punaviinit;Roteva & Voimakas;;;Argentiina;;2015;;Saattaa sisältää sakkaa;Malbec, Cabernet Sauvignon, ;Täyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, luumuinen, suklainen, mausteinen, tamminen, rodukas, pitkä;pullo;luonnonkorkki;14.0;5.0;2;;;;80.0;erikoiserä;7798121461000
448827;Trapiche Extravaganza Red Blend 2018;Trapiche;0,75 l;11.98;15.84;;110;punaviinit;Pehmeä & Hedelmäinen;;;Argentiina;;2018;;;Bonarda, Syrah, Malbec, ;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kirsikkahilloinen, mokkainen, maitosuklainen;pullo;metallinen kierrekapseli;12.5;5.5;8;;;;70.0;vakiovalikoima;7790240094725
485967;Yerevan Areni Karmrahyut 2017;Armenia Wine Company;0,75 l;18.52;24.56;;110;punaviinit;Marjaisa & Raikas;;;Armenia;;2017;Aragatsotn Region;Saattaa sisältää sakkaa;Areni, Karmrahyut, ;Keskitäyteläinen, keskitanniininen, hapankirsikkainen, karhunvatukkainen, kevyen neilikkainen, hennon havuinen;pullo;luonnonkorkki;12.5;5.0;1;;;;70.0;vakiovalikoima;4850008152234
933627;19 Crimes Red wine 2018;19 Crimes;0,75 l;13.49;17.85;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;;;Shiraz, Grenache, Mataro, ;Täyteläinen, keskitanniininen, metsämarjainen, mustikkahilloinen, vaniljainen, suklainen, kevyen mokkainen;pullo;luonnonkorkki;13.5;6.0;11;;;;80.0;vakiovalikoima;9311220004343
428587;19 Crimes The Uprising 2019;19 Crimes;0,75 l;14.49;19.19;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2019;South Eastern Australia;Saattaa sisältää sakkaa;Shiraz, Cabernet Sauvignon, Grenache, ;Täyteläinen, keskitanniininen, tumman kirsikkainen, boysenmarjahilloinen, luumuinen, suklainen, kevyen vaniljainen, tamminen, lämmin;pullo;luonnonkorkki;14.5;5.8;11;;;;80.0;vakiovalikoima;9311220005661
402767;Baron Von Nemesis Shiraz 2018;Zonte's Footsteps;0,75 l;18.42;24.43;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;Barossa;Saattaa sisältää sakkaa;Shiraz, ;Erittäin täyteläinen, tanniininen, luumuinen, herukkainen, kirsikkahilloinen, tummasuklainen, hennon mokkainen, lämmin;pullo;metallinen kierrekapseli;14.5;7.0;;;;;80.0;vakiovalikoima;9330391000084
944507;Berry Love Day Organic 2017;Australian Wine Company;0,75 l;11.98;15.84;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2017;;;Shiraz, Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, karhunvatukkahilloinen, mustikkainen, tummasuklainen, yrttinen;pullo;metallinen kierrekapseli;13.5;6.2;7;;;;80.0;vakiovalikoima;3332750006450
474728;Camden Park Shiraz Petit Verdot Cabernet Sauvignon 2019 kartonkitölkki;Origin Global Distribution;1 l;10.98;10.98;;110;punaviinit;Mehevä & Hilloinen;soveltuu vegaaneille;;Australia;Etelä-Australia;2019;South Australia;;Shiraz, Petit Verdot, Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, karhunvatukkainen, kirsikkahilloinen, luumuinen, kevyen lakritsinen, hennon mokkainen;kartonkitölkki;muovisuljin;14.0;5.6;4;;;;80.0;vakiovalikoima;6009706973971
920157;First Drop Full Fat Red 2015;First Drop;0,75 l;15.99;21.32;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Etelä-Australia;2015;;;Montepulciano, Barbera, Shiraz, Touriga Nacional, Nebbiolo, ;Täyteläinen, keskitanniininen, tumman kirsikkainen, luumuinen, mausteinen;pullo;metallinen kierrekapseli;14.5;6.4;;;;;80.0;tilausvalikoima;9336616002369
405727;Gemtree Cinnabar Organic Grenache 2018;Gemtree;0,75 l;11.49;15.19;;110;punaviinit;Marjaisa & Raikas;;;Australia;Etelä-Australia;2018;McLaren Vale;;Grenache, ;Keskitäyteläinen, keskitanniininen, kypsän vadelmainen, boysenmarjahilloinen, hennon luumuinen, kevyen kukkainen, mausteinen;pullo;metallinen kierrekapseli;14.0;5.4;;;;;80.0;vakiovalikoima;9326755000173
919657;Grand Barossa Cabernet Sauvignon 2011;Château Tanunda;0,75 l;19.98;26.64;;110;punaviinit;Vivahteikas & Kehittynyt;;;Australia;Etelä-Australia;2011;Barossa Valley;Saattaa sisältää sakkaa;Cabernet Sauvignon, ;Täyteläinen, tanniininen, mausteinen, mustaherukkainen, vaniljainen;pullo;metallinen kierrekapseli;14.5;7.1;2;;;;80.0;tilausvalikoima;9313181003809
402197;Grange  2010;Penfolds;0,75 l;628.10;837.47;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2010;South Australia;Sisältää sakkaa;;Erittäin täyteläinen, erittäin tanniininen, boysenmarjainen, mustaherukkainen, mustikkainen, tummasuklainen, mausteinen, tamminen, runsas, lämmin, roteva, pitkä;pullo;luonnonkorkki;14.5;6.8;;;;;80.0;erikoiserä;9310297006519
922154;Gulfstream Cabernet Sauvignon Shiraz 2018;Château Tanunda;0,75 l;19.98;26.64;;110;punaviinit;Vivahteikas & Kehittynyt;;;Australia;Etelä-Australia;2018;;Saattaa sisältää sakkaa;Cabernet Sauvignon, Shiraz, ;Täyteläinen, tanniininen, aromikas, mustikkainen, mustaherukkainen;pullo;metallinen kierrekapseli;14.5;6.8;;;;;80.0;tilausvalikoima;0816660020162
488837;Hand Crafted by Geoff Hardy Shiraz 2018;Geoff Hardy Wines;0,75 l;16.04;21.25;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;McLaren Vale;;Shiraz, Petit Verdot, Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, karhunvatukkainen, tumman kirsikkainen, kevyen neilikkainen, mausteinen, maitosuklainen;pullo;metallinen kierrekapseli;14.5;6.1;;;;;80.0;vakiovalikoima;9326838005378
914696;Hardys Brave New World Grenache Shiraz Mourvèdre 2017;Accolade Wines;0,75 l;19.98;26.64;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Etelä-Australia;2017;McLaren Vale;;Grenache, Shiraz, Mourvèdre, ;Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, vadelmainen, yrttinen;pullo;metallinen kierrekapseli;14.5;6.0;2;;;;80.0;tilausvalikoima;9311043940217
910137;Hardys Brave New World Shiraz Black Edition 2018;Thomas Hardy & Sons;0,75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;McLaren Vale;;Shiraz, ;Erittäin täyteläinen, tanniininen, mustikkahilloinen, luumuinen, mustaherukkainen, salmiakkinen, mokkainen, kevyen suklainen;pullo;metallinen kierrekapseli;14.5;5.9;10;;;;80.0;vakiovalikoima;9311043767555
925641;Hardys Brave New World Shiraz-Sangiovese 2017;Accolade Wines;0,75 l;17.99;23.99;;110;punaviinit;Vivahteikas & Kehittynyt;ympäristövastuullinen pakkaus;;Australia;Etelä-Australia;2017;McLaren Vale;;Syrah, Sangiovese, ;Täyteläinen, keskitanniininen, karhunvatukkainen, suklainen, tumman kirsikkainen;pullo;metallinen kierrekapseli;14.5;5.9;2;;;;80.0;tilausvalikoima;9311043940200
906727;Hardys Eileen Hardy Shiraz 2010;Thomas Hardy & Sons;0,75 l;99.98;133.17;;110;punaviinit;Vivahteikas & Kehittynyt;;;Australia;Etelä-Australia;2010;McLaren Vale;;Shiraz, ;Täyteläinen, keskitanniininen, marjainen, mausteinen, aromikas;pullo;metallinen kierrekapseli;14.0;5.9;;;;;80.0;tilausvalikoima;9311043008931
443097;Heartland First Release Malbec 2015;Heartland Wines;0,75 l;42.39;56.52;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2015;Langhorne Creek;;Malbec, ;Täyteläinen, tanniininen, kuningatarhilloinen, luumumarmeladinen, kevyen mustaherukkainen, mausteinen, tamminen;pullo;metallinen kierrekapseli;14.5;6.3;;;;;80.0;erikoiserä;9331276666005
943592;Henschke Giles Pinot Noir 2016;Henschke;0,75 l;49.50;66.0;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2016;Adelaide Hills;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, boysenmarjainen, karpaloinen, tumman kirsikkainen;pullo;metallinen kierrekapseli;13.5;5.9;;;;;80.0;tilausvalikoima;9320909003102
439977;Henschke Hill of Grace 2007;Henschke Cellars;0,75 l;674.99;899.99;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2007;Eden Valley;Sisältää sakkaa;Shiraz, ;Täyteläinen, tanniininen, mustaherukkainen, kypsän kirsikkainen, kevyen tryffelinen, hennon kukkainen, tamminen, elegantti, pitkä;pullo;luonnonkorkki;13.0;6.4;;;;;70.0;erikoiserä;9320909001009
448047;Hewitson Baby Bush Mourvèdre 2016;Hewitson;0,75 l;15.99;21.19;;110;punaviinit;Mehevä & Hilloinen;soveltuu vegaaneille;;Australia;Etelä-Australia;2016;Barossa Valley;Saattaa sisältää sakkaa;Mourvèdre, ;Täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, luumuinen, kevyen toffeinen, tamminen;pullo;metallinen kierrekapseli;14.0;4.8;;;;;80.0;vakiovalikoima;9327017000412
