Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
476347;Hewitson Le Secateur 2018;Hewitson;0,75 l;17.99;23.85;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;Barossa Valley;Saattaa sisältää sakkaa;Shiraz, ;Täyteläinen, keskitanniininen, kirsikkahilloinen, mustikkainen, vadelmainen, hennon vaniljainen;pullo;metallinen kierrekapseli;14.5;4.9;8;;;;80.0;vakiovalikoima;9327017000443
469367;Hewitson Miss Harry 2017;Hewitson;0,75 l;15.99;21.19;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2017;Barossa Valley;Saattaa sisältää sakkaa;Grenache Noir, Mourvèdre, Shiraz, ;Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, karpalohilloinen, metsämarjainen, yrttinen, kevyen tamminen;pullo;metallinen kierrekapseli;14.0;4.8;;;;;80.0;vakiovalikoima;9327017000177
494507;Hewitson Ned & Henry's Shiraz 2015;Hewitson;0,75 l;19.99;26.52;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2015;Barossa Valley;Saattaa sisältää sakkaa;Shiraz, ;Täyteläinen, tanniininen, karhunvatukkainen, kirsikkainen, kevyen oliivinen, vaniljainen, yrttinen;pullo;metallinen kierrekapseli;14.0;4.6;;;;;80.0;vakiovalikoima;9327017000153
487837;Hugh Hamilton The Villain Cabernet Sauvignon 2018;Hugh Hamilton Wines;0,75 l;20.33;26.97;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2018;McLaren Vale;;Cabernet Sauvignon, ;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, kevyen suklainen, eukalyptuksinen, hennon kanelinen, tamminen;pullo;metallinen kierrekapseli;14.5;6.0;;;;;80.0;vakiovalikoima;9336614000060
495437;Jam Shed Shiraz 2019;Accolade Wines;0,75 l;9.98;13.17;;110;punaviinit;Pehmeä & Hedelmäinen;ympäristövastuullinen pakkaus;;Australia;Etelä-Australia;2019;South Eastern Australia;;Shiraz, ;Täyteläinen, keskitanniininen, karhunvatukkainen, mustikkainen, mansikkahilloinen, kypsän kirsikkainen;pullo;metallinen kierrekapseli;13.5;5.3;25;;;;80.0;vakiovalikoima;5010134916110
447157;Jim Barry The Lodge Hill Shiraz 2015;Jim Barry Wines;0,75 l;17.98;23.84;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2015;Clare Valley;;Shiraz, Syrah, ;Täyteläinen, keskitanniininen, karhunvatukkainen, hapankirsikkainen, eukalyptuksinen, kevyen rosmariininen;pullo;metallinen kierrekapseli;14.0;5.9;;;;;80.0;vakiovalikoima;9314487457013
496367;Kalleske Greenock Shiraz 2018;Kalleske;0,75 l;29.90;39.73;uutuus;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;Barossa Valley;Saattaa sisältää sakkaa;Shiraz, ;Erittäin täyteläinen, tanniininen, tumman kirsikkainen, luumuinen, vadelmainen, suklainen, kevyen vaniljainen, tamminen, pitkä;pullo;metallinen kierrekapseli;14.5;6.0;1;;;;80.0;erikoiserä;9338191000013
459627;Kilikanoon Attunga 1865 Clare Valley Shiraz 2009;Kilikanoon Wines;0,75 l;201.20;268.27;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2009;Clare Valley;;Shiraz, ;Erittäin täyteläinen, tanniininen, herukkainen, boysenmarjainen, maustepippurinen, minttuinen, tamminen, runsas, lämmin, pitkä;pullo;luonnonkorkki;14.5;6.0;3;;;;80.0;erikoiserä;9329666029950
928286;Kings of Prohibition Shiraz;Calabria Family Wines;0,75 l;15.99;21.32;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;;Barossa Valley;;Shiraz, Durif, ;Täyteläinen, keskitanniininen, boysenmarjainen, mustaherukkahilloinen, kevyen suklainen, hennon mustapippurinen;pullo;metallinen kierrekapseli;14.0;5.8;7;;;;80.0;vakiovalikoima;9319020009674
919572;Lindeman's Cawarra Shiraz Cabernet 2018;Lindeman's Wines;0,187 l;3.39;17.59;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;South Eastern Australia;;Shiraz, Cabernet Sauvignon, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, karhunvatukkainen, kevyen vaniljainen, mausteinen;pullo;metallinen kierrekapseli;13.5;5.5;5;;;;80.0;vakiovalikoima;9311218113088
425657;McGuigan Bin 3000 Merlot 2017;McGuigan Wines;0,75 l;9.48;12.51;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2017;Limestone Coast;;Merlot, Petit Verdot, ;Täyteläinen, keskitanniininen, vadelmainen, luumuinen, mustaherukkainen, hennon havuinen, mausteinen;pullo;metallinen kierrekapseli;13.0;4.8;5;;;;80.0;vakiovalikoima;0764253500600
904867;McGuigan Founder's Shiraz 2014;McGuigan Wines;0,75 l;16.98;22.64;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2014;Barossa Valley;;Syrah, ;Täyteläinen, keskitanniininen, kirsikkainen, mausteinen, pippurinen;pullo;metallinen kierrekapseli;14.0;6.0;5;;;;80.0;tilausvalikoima;9310415016543
917997;McGuigan Hand Made Shiraz 2013;McGuigan Wines;0,75 l;34.98;46.64;;110;punaviinit;Vivahteikas & Kehittynyt;;;Australia;Etelä-Australia;2013;Langhorne Creek;;Syrah, ;Täyteläinen, tanniininen, mokkainen, mausteinen, pippurinen;pullo;luonnonkorkki;14.0;7.0;4;;;;80.0;tilausvalikoima;9310415011876
900006;Mo Sisters Red Blend 2016;Mo Sisters Wines;0,75 l;14.90;19.87;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2016;South Australia;;Cabernet Sauvignon, Shiraz, Merlot, Petit Verdot, ;Täyteläinen, keskitanniininen, aromikas, mausteinen, kirsikkainen;pullo;metallinen kierrekapseli;13.5;6.0;8;;;;80.0;tilausvalikoima;9318094004097
902117;Most Wanted Shiraz 2018;Off-Piste;0,75 l;11.98;15.84;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Etelä-Australia;2018;;Saattaa sisältää sakkaa;Syrah, ;Keskitäyteläinen, keskitanniininen, herukkainen, vadelmainen, kevyen yrttinen;pullo;metallinen kierrekapseli;13.5;5.0;4;;;;80.0;vakiovalikoima;5060152093362
949147;Nepenthe Altitude Shiraz 2017;Nepenthe Wines;0,75 l;19.98;26.64;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2017;Adelaide Hills;;Syrah, ;Täyteläinen, keskitanniininen, vaniljainen, mausteinen, eukalyptuksinen;pullo;metallinen kierrekapseli;14.5;5.8;3;;;;80.0;tilausvalikoima;0813036003118
468297;Overseas Origin Shiraz 2018 muovipullo;Domaine Wines;0,75 l;5.99;7.72;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;Coonawarra;Saattaa sisältää sakkaa;Shiraz, ;Täyteläinen, keskitanniininen, kypsän karhunvatukkainen, tumman kirsikkainen, kevyen minttuinen, hennon lakritsinen;muovipullo;muovisuljin;14.0;5.9;;;;;80.0;vakiovalikoima;6430064090220
426457;Patritti Merlot 2017;Patritti;0,75 l;18.46;24.48;;110;punaviinit;Roteva & Voimakas;soveltuu vegaaneille;;Australia;Etelä-Australia;2017;McLaren Vale;;Merlot, Cabernet Sauvignon, ;Erittäin täyteläinen, tanniininen, luumuinen, tumman kirsikkainen, mustaherukkahilloinen, kevyen eukalyptuksinen, hennon mustapippurinen;pullo;luonnonkorkki;14.0;6.0;1;;;;80.0;vakiovalikoima;9314733002639
930141;Paxton Now Organic Shiraz 2018;Paxton Wines;0,75 l;17.98;23.84;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;McLaren Vale;Saattaa sisältää sakkaa;Syrah, ;Täyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, boysenmarjainen, lakritsinen, mustapippurinen;pullo;metallinen kierrekapseli;14.0;5.4;;;;;80.0;vakiovalikoima;0858787000559
483387;Penfolds Bin 128 Coonawarra Shiraz 2017;Penfolds Wines;0,75 l;49.50;66.0;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2017;Coonawarra;;;Erittäin täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, mustikkainen, eukalyptuksinen, mustapippurinen, tamminen, runsas, lämmin, pitkä;pullo;luonnonkorkki;14.5;6.4;1;;;;80.0;erikoiserä;9310297013883
930317;Penfolds Bin 138 Shiraz Grenache Mataro 2012;Penfolds;0,75 l;37.99;50.52;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2012;Barossa;;Shiraz, Grenache, Mataro, ;Täyteläinen, keskitanniininen, mustaherukkainen, kirsikkainen, karhunvatukkainen, tamminen;pullo;metallinen kierrekapseli;14.5;6.2;;;;;80.0;tilausvalikoima;9310297005093
440307;Penfolds Bin 150 Marananga Shiraz 2013;Penfolds;0,75 l;74.85;99.8;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2013;Barossa Valley, Marananga;;Shiraz, ;Erittäin täyteläinen, erittäin tanniininen, karhunvatukkahilloinen, tumman luumuinen, mustaherukkainen, yrttinen, pippurinen, tamminen, roteva, runsas, pitkä;pullo;luonnonkorkki;14.0;6.5;2;;;;80.0;erikoiserä;9310297002559
904273;Penfolds Bin 389 Cabernet Shiraz 2017;Penfolds;0,75 l;79.90;106.4;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2017;South Australia;;Cabernet Sauvignon, Shiraz, ;Erittäin täyteläinen, tanniininen, mausteinen, tamminen, mustaherukkainen;pullo;luonnonkorkki;14.5;6.6;1;;;;80.0;tilausvalikoima;9310297008889
436227;Penfolds Grange 2011;Penfolds Wines;0,75 l;629.60;839.47;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2011;South Australia;;Shiraz, ;Erittäin täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, karhunvatukkainen, suklainen, mustapippurinen, tamminen, moniulotteinen, pitkä;pullo;luonnonkorkki;14.5;6.2;;;;;80.0;erikoiserä;9310297008063
427847;Penfolds Grange 2014;Penfolds Wines;0,75 l;719.90;959.87;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2014;South Australia;;Shiraz, Cabernet Sauvignon, ;Erittäin täyteläinen, tanniininen, mustaherukkainen, tumman luumuinen, kypsän kirsikkainen, mustikkainen, kevyen suklainen, mausteinen, tamminen, moniulotteinen, pitkä;pullo;luonnonkorkki;14.5;6.7;;;;;80.0;erikoiserä;9310297014033
455607;Penfolds Kalimna Bin 28 Shiraz 2016;Penfolds;0,75 l;39.98;53.17;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2016;South Australia;;Shiraz, ;Erittäin täyteläinen, tanniininen, karhunvatukkainen, kypsän mustaherukkainen, mokkainen, hennon lakritsinen, kevyen pippurinen, runsas;pullo;metallinen kierrekapseli;14.5;6.2;;;;;80.0;vakiovalikoima;9310297009886
006386;Penfolds Koonunga Hill Shiraz Cabernet 2018;Penfolds;0,75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Etelä-Australia;2018;South Australia;;Shiraz, Cabernet Sauvignon, ;Täyteläinen, tanniininen, karhunvatukkahilloinen, tumman kirsikkainen, mausteinen, kevyen tamminen, eukalyptuksinen;pullo;metallinen kierrekapseli;14.5;5.6;;;;;80.0;vakiovalikoima;9310297651887
463864;Penfolds Koonunga Hill Shiraz Cabernet 2018;Penfolds;0,375 l;8.98;23.68;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;South Australia;;Shiraz, ;Täyteläinen, tanniininen, karhunvatukkahilloinen, tumman luumuinen, mausteinen, kevyen tamminen, eukalyptuksinen;pullo;metallinen kierrekapseli;14.5;5.4;;;;;80.0;vakiovalikoima;9310297012893
454467;Penfolds Magil Estate Shiraz 2016;Penfolds;0,75 l;169.50;226.0;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2016;Adelade;;Shiraz, ;Täyteläinen, tanniininen, tumman kirsikkainen, herukkainen, boysenmarjainen, maitosuklainen, tamminen, runsas;pullo;luonnonkorkki;14.5;6.6;;;;;80.0;erikoiserä;9310297014422
916678;Penfolds Max's Shiraz 2018;Penfolds;0,75 l;28.99;38.65;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2018;South Australia;;Shiraz, ;Täyteläinen, tanniininen, tumman kirsikkainen, vaniljainen, mausteinen;pullo;luonnonkorkki;14.5;6.4;2;;;;80.0;tilausvalikoima;9310297011308
457064;Penfolds St. Henri Shiraz 2010;Penfolds Wines;0,375 l;58.90;157.07;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2010;South Australia;;;Täyteläinen, tanniininen, mustaherukkahilloinen, boysenmarjainen, kypsän kirsikkainen, pippurinen, mausteinen, kevyen tamminen, vivahteikas, pitkä;pullo;luonnonkorkki;14.5;6.7;1;;;;80.0;erikoiserä;9310297006281
929838;Penley Estate Atlas Shiraz 2017;Penley Estate;0,75 l;15.50;20.53;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2017;Coonawarra;;Shiraz, ;Täyteläinen, tanniininen, mausteinen, mustaherukkainen, eukalyptuksinen;pullo;metallinen kierrekapseli;14.5;5.9;2;;;;80.0;tilausvalikoima;0751527431517
927476;Penley Estate Phoenix Cabernet Sauvignon 2018;Penley Estate;0,75 l;15.50;20.53;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;Coonawarra;;Cabernet Sauvignon, ;Täyteläinen, tanniininen, mausteinen, mustaherukkainen, eukalyptuksinen;pullo;metallinen kierrekapseli;14.0;6.0;3;;;;80.0;tilausvalikoima;0751527391408
436417;Pepper Tree Shiraz Cabernet 2016;Pepper Tree;0,75 l;15.50;20.53;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2016;Wrattonbully;;Shiraz, Cabernet Sauvignon, ;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, karhunvatukkainen, kevyen eukalyptuksinen, hennon rosmariininen;pullo;metallinen kierrekapseli;14.4;6.3;;;;;80.0;vakiovalikoima;9316390042355
915237;Peter Lehmann Layers Red 2016;Peter Lehmann;0,75 l;14.75;19.53;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2016;Barossa;;Shiraz, Tempranillo, Mourvèdre, Grenache, ;Täyteläinen, keskitanniininen, luumuinen, karpaloinen, mustaherukkainen, hennon salmiakkinen, paahteinen;pullo;metallinen kierrekapseli;14.5;5.1;1;;;;80.0;vakiovalikoima;9311910103103
469737;Peter Lehmann Portrait Cabernet 2014;Peter Lehmann Wines;0,75 l;15.15;20.07;;110;punaviinit;Vivahteikas & Kehittynyt;;;Australia;Etelä-Australia;2014;Barossa;;Cabernet Sauvignon, ;Täyteläinen, tanniininen, karhunvatukkainen, herukkainen, luumuinen, viherpaprikainen, hennon minttuinen, kevyen nahkainen;pullo;metallinen kierrekapseli;14.5;5.7;;;;;80.0;vakiovalikoima;9311910101222
442837;Peter Lehmann Portrait Shiraz 2017;Peter Lehmann;0,75 l;14.75;19.53;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2017;Barossa Valley;;Shiraz, ;Täyteläinen, keskitanniininen, karhunvatukkainen, kypsän karpaloinen, mustaherukkainen, tummasuklainen, mausteinen, kevyen tamminen, lämmin;pullo;metallinen kierrekapseli;14.5;5.7;;;;;80.0;vakiovalikoima;9311910102212
406787;Peter Lehmann The Barossan Shiraz 2017;Peter Lehmann;0,75 l;24.80;32.93;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2017;Barossa;;Shiraz, ;Täyteläinen, tanniininen, tumman kirsikkainen, boysenmarjainen, kypsän karpaloinen, korvapuustinen, tamminen, lakritsinen, vaniljainen;pullo;metallinen kierrekapseli;14.5;5.7;2;;;;80.0;vakiovalikoima;9311910105862
410948;Pirkko Shiraz 2018 kartonkitölkki;Astra Wines;1 l;9.98;9.98;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Etelä-Australia;2018;Riverina;;Shiraz, ;Täyteläinen, keskitanniininen, herukkainen, luumuinen, karhunvatukkainen, mausteinen;kartonkitölkki;muovisuljin;14.5;5.8;4;;;;80.0;vakiovalikoima;6429990000113
916501;Pop Up Season No Name kartonkitölkki;Stella Wines;1 l;9.28;9.28;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;;South Eastern Australia;;Shiraz, Petit Verdot, ;Keskitäyteläinen, keskitanniininen, karpaloinen, tumman kirsikkainen, luumuinen;kartonkitölkki;muovisuljin;13.5;5.4;5;;;;80.0;tilausvalikoima;6430037251160
407057;Richard Hamilton Centurion Shiraz 2018;Richard Hamilton Wines;0,75 l;45.00;60.0;uutuus;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;McLaren Vale;;Shiraz, ;Erittäin täyteläinen, tanniininen, mustikkainen, karhunvatukkainen, villivadelmainen, kevyen suklainen, mausteinen, vaniljainen, tamminen;pullo;metallinen kierrekapseli;14.5;6.6;1;;;;80.0;erikoiserä;9315942404016
497107;Richard Hamilton Colton's GSM 2015;Richard Hamilton Wines;0,75 l;14.89;19.72;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2015;McLaren Vale;;Grenache, Shiraz, Mourvèdre, Grenache Noir, Syrah, ;Täyteläinen, tanniininen, mustaherukkainen, boysenmarjainen, kevyen suklainen, mausteinen, tamminen, roteva;pullo;metallinen kierrekapseli;14.5;5.6;;;;;80.0;vakiovalikoima;9315942742026
006092;Rosemount Shiraz 2018;Rosemount Estate;0,75 l;13.80;18.27;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Etelä-Australia;2018;McLaren Vale;;Shiraz, ;Täyteläinen, keskitanniininen, kirsikkahilloinen, mustikkainen, boysenmarjainen, mausteinen, yrttinen;pullo;metallinen kierrekapseli;13.5;5.6;2;;;;80.0;vakiovalikoima;9325040021268
420524;Sandpiper Barossa Shiraz 2018;Thorn Clarke Wines;0,375 l;9.47;24.99;;110;punaviinit;Roteva & Voimakas;;;Australia;Etelä-Australia;2018;Barossa;;Shiraz, ;Täyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, mustaherukkainen, mustapippurinen, tamminen;pullo;metallinen kierrekapseli;14.5;6.1;;;;;80.0;vakiovalikoima;9327243000200
443987;Sixty Clicks Cabernet Sauvignon 2015;Boutinot;0,75 l;9.98;13.17;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2015;Langhorne Creek;;Cabernet Sauvignon, ;Täyteläinen, tanniininen, mustaherukkainen, luumuinen, puolukkainen, kevyen tummasuklainen, eukalyptuksinen, hennon rosmariininen;pullo;metallinen kierrekapseli;13.5;6.0;3;;;;80.0;vakiovalikoima;3430560007411
427657;Spinnaker Shiraz 2018;Oenoforos;0,75 l;9.69;12.79;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;Riverland;;Shiraz, ;Täyteläinen, keskitanniininen, tumman kirsikkainen, herukkahilloinen, eukalyptuksinen, kevyen lakritsinen;pullo;metallinen kierrekapseli;13.5;5.1;4;;;;80.0;vakiovalikoima;7340048605427
938297;Tempus Two Shiraz 2017;Australian Vintage;0,75 l;13.98;18.64;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2017;South Australia;;Syrah, ;Täyteläinen, keskitanniininen, marjainen, mausteinen, luumuinen;pullo;metallinen kierrekapseli;13.0;5.0;7;;;;80.0;tilausvalikoima;9315743500412
946188;The Candidate Winemakers Blend 2015;Armidale Estate Wines;0,75 l;13.98;18.64;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2015;South Australia;Saattaa sisältää sakkaa;Cabernet Sauvignon, Shiraz, Petit Verdot, Merlot, Chardonnay, ;Täyteläinen, keskitanniininen, aromikas, mausteinen, marjainen;pullo;metallinen kierrekapseli;14.0;6.5;6;;;;80.0;tilausvalikoima;9318094150282
935497;The Hedonist Shiraz 2017;Walter Clappis Wine;0,75 l;24.98;33.31;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2017;McLaren Vale;;Syrah, ;Täyteläinen, keskitanniininen, mausteinen, tumman kirsikkainen, pippurinen;pullo;metallinen kierrekapseli;14.0;6.4;;;;;80.0;tilausvalikoima;9344268000121
499057;The Original M8 2019;Social Wines;0,75 l;7.99;10.52;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2019;Riverland;Saattaa sisältää sakkaa;Cabernet Sauvignon, Merlot, Ruby Cabernet, ;Täyteläinen, keskitanniininen, karhunvatukkahilloinen, kirsikkainen, mansikkainen, hennon paahteinen, kevyen mausteinen;pullo;metallinen kierrekapseli;14.0;6.3;4;;;;80.0;vakiovalikoima;4003301068706
420387;Torbreck RunRig 2016;Torbreck Vintners;0,75 l;188.99;251.99;;110;punaviinit;Roteva & Voimakas;soveltuu vegaaneille;;Australia;Etelä-Australia;2016;Barossa Valley;;Shiraz, Viognier, ;Erittäin täyteläinen, tanniininen, karhunvatukkainen, mustaherukkainen, tumman kirsikkainen, suklainen, kevyen mokkainen, mausteinen, tamminen, lämmin, tasapainoinen, pitkä;pullo;luonnonkorkki;15.0;6.0;1;;;;80.0;erikoiserä;9333343003430
404817;Wakefield Cabernet Sauvignon 2017;Wakefield Wines;0,75 l;13.99;18.52;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2017;Clare Valley;Saattaa sisältää sakkaa;Cabernet Sauvignon, ;Keskitäyteläinen, keskitanniininen, mustaherukkainen, karhunvatukkainen, karpaloinen, kevyen mokkainen;pullo;metallinen kierrekapseli;14.0;6.0;;;;;80.0;vakiovalikoima;9311659000626
906058;Wakefield Jaraman Shiraz;Wakefield Wines;0,75 l;24.90;33.2;;110;punaviinit;Vivahteikas & Kehittynyt;;;Australia;Etelä-Australia;;Clare Valley;Saattaa sisältää sakkaa;Shiraz, ;Täyteläinen, tanniininen, kirsikkainen, luumuinen, suklainen;pullo;metallinen kierrekapseli;15.0;6.6;;;;;80.0;tilausvalikoima;9311659000787
402167;Wakefield Merlot 2018;Taylors;0,75 l;13.99;18.52;;110;punaviinit;Mehevä & Hilloinen;ympäristövastuullinen pakkaus;;Australia;Etelä-Australia;2018;Clare Valley;Saattaa sisältää sakkaa;Merlot, ;Täyteläinen, keskitanniininen, mustaherukkahilloinen, luumuinen, kevyen boysenmarjainen, hennon minttuinen, tasapainoinen;pullo;metallinen kierrekapseli;14.0;5.9;;;;;80.0;vakiovalikoima;9311659000725
955897;Wakefield Shiraz 2017;Wakefield Wines;0,75 l;13.99;18.52;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2017;South Australia;Saattaa sisältää sakkaa;Shiraz, ;Täyteläinen, tanniininen, tumman kirsikkainen, boysenmarjainen, kypsän mansikkainen, mausteinen, hennon orvokkinen, lämmin;pullo;metallinen kierrekapseli;14.0;5.9;;;;;80.0;vakiovalikoima;9311659000572
944687;Weemala Shiraz Viognier 2016;Logan Wines;0,75 l;18.40;24.4;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2016;;;Shiraz, Viognier, ;Täyteläinen, keskitanniininen, marjainen, mausteinen;pullo;metallinen kierrekapseli;13.5;6.2;;;;;80.0;tilausvalikoima;9323853000395
449477;Wynns Coonawarra The Gables 2018;Wynns;0,75 l;15.99;21.19;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;Coonawarra;;Cabernet Sauvignon, ;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, vadelmahilloinen, kevyen kaakaoinen, mausteinen;pullo;metallinen kierrekapseli;13.5;5.6;;;;;80.0;vakiovalikoima;9300620001847
463597;Yalumba Hand Picked Shiraz Viognier 2015;Yalumba;0,75 l;29.99;39.85;;110;punaviinit;Vivahteikas & Kehittynyt;;;Australia;Etelä-Australia;2015;Eden Valley;;Shiraz, Viognier, ;Keskitäyteläinen, tanniininen, karhunvatukkainen, hapankirsikkainen, vaniljainen, kevyen kanelinen, hennon havuinen;pullo;luonnonkorkki;13.5;5.9;;;;;80.0;vakiovalikoima;9311789000732
926564;Yalumba Old Bush Vine Grenache 2016;Yalumba;0,75 l;21.72;28.96;;110;punaviinit;Mehevä & Hilloinen;soveltuu vegaaneille;;Australia;Etelä-Australia;2016;Barossa;;Grenache Noir, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, luumuinen, mausteinen;pullo;metallinen kierrekapseli;14.5;4.7;;;;;80.0;tilausvalikoima;9311789081847
409887;Yalumba Organic Shiraz 2018;Yalumba;0,75 l;13.99;18.52;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2018;South Australia;;Shiraz, ;Keskitäyteläinen, tanniininen, mustikkainen, kypsän kirsikkainen, mustaherukkainen, kuivatun yrttinen;pullo;metallinen kierrekapseli;13.5;5.4;;;;;80.0;vakiovalikoima;9311789001692
953772;Yalumba Patchwork Barossa Shiraz;Yalumba;0,75 l;21.98;29.31;;110;punaviinit;Roteva & Voimakas;soveltuu vegaaneille;;Australia;Etelä-Australia;;Barossa;;Shiraz, ;Täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, mustaherukkainen;pullo;metallinen kierrekapseli;13.5;5.3;;;;;80.0;tilausvalikoima;9311789001395
909282;Yalumba The Caley Cabernet Shiraz 2012;Yalumba;0,75 l;299.99;399.99;;110;punaviinit;Roteva & Voimakas;soveltuu vegaaneille;;Australia;Etelä-Australia;2012;Coonawarra & Barossa;;Cabernet Sauvignon, Shiraz, ;Täyteläinen, tanniininen, mustaherukkainen, pippurinen, mausteinen;pullo;luonnonkorkki;14.0;5.9;;;;;80.0;tilausvalikoima;9311789005201
467087;Yalumba Y Series Merlot 2017;Yalumba;0,75 l;10.99;14.52;;110;punaviinit;Mehevä & Hilloinen;soveltuu vegaaneille;;Australia;Etelä-Australia;2017;South Australia;;Merlot, ;Keskitäyteläinen, keskitanniininen, hapankirsikkainen, karhunvatukkainen, herukkainen, mausteinen;pullo;metallinen kierrekapseli;14.0;5.2;;;;;80.0;vakiovalikoima;9311789285641
909477;Yalumba Y Series Shiraz Viognier 2017;Yalumba;0,75 l;12.50;16.53;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Etelä-Australia;2017;South Australia;;Syrah, Viognier, ;Täyteläinen, keskitanniininen, karhunvatukkainen, karpaloinen, havuinen, kevyen lakritsinen;pullo;metallinen kierrekapseli;13.5;5.5;;;;;80.0;vakiovalikoima;9311789000824
